candidate_index,segment,timestamp,t_in_c,t_iw_c,t_ow_c,r_in_iw,r_iw_ow,r_ow_oa,r_in_oa,c_in,c_w,alpha_ghi_outer_wall,alpha_ghi_inner_wall
11,train,2018-08-12 17:25:00,0.0012255060156312323,0.001545197027344958,0.0017748192450251017,8.76201686690359e-05,0.0002197403235288582,0.0009943423290189831,0.001458593219194144,0.2662417627750713,0.23693457443067015,0.0168035569592152,0.01564878105438582
11,train,2018-08-12 17:30:00,0.0012246987441869943,0.0015416668617571237,0.0017857209672735434,8.760459853509338e-05,0.00021973829900287387,0.0009943147687378865,0.0014585705772560875,0.2662405826713226,0.23690345043570613,0.016802070402448525,0.015648738437499646
11,train,2018-08-12 17:35:00,0.0012237862315042144,0.001538199761688991,0.0017962729065175921,8.758942711575168e-05,0.00021973578076835693,0.0009942882813067176,0.0014585481414714173,0.2662393387375352,0.23687326494319103,0.01680061519162164,0.01564869379451114
11,train,2018-08-12 17:40:00,0.0012229853945666567,0.0015352145120428968,0.0018067400773651824,8.757458197842457e-05,0.000219732788324823,0.0009942626544725904,0.0014585257774510805,0.26623806047707094,0.23684395313542164,0.016799208125932146,0.015648649546277132
11,train,2018-08-12 17:45:00,0.0012224064778653023,0.0015326611039240595,0.0018178497807360538,8.755976990277643e-05,0.00021972920293434386,0.0009942381974500391,0.001458502958104223,0.2662366818833771,0.2368152437462348,0.01679786109386379,0.015648607072073595
11,train,2018-08-12 17:50:00,0.001221906673172112,0.0015302495057702005,0.0018291343340064972,8.754497451244425e-05,0.0002197249901811728,0.000994214937074105,0.0014584797152686286,0.26623518606086166,0.23678707188305462,0.016796578894980138,0.015648567547585937
11,train,2018-08-12 17:55:00,0.0012215029259547384,0.0015280105694095581,0.0018407320185340355,8.753015799815511e-05,0.0002197201280000317,0.0009941928829514386,0.0014584560321751821,0.266233560072764,0.23675937397768362,0.016795363120629625,0.01564853145170236
11,train,2018-08-12 18:00:00,0.0012212409558882119,0.0015259610925367536,0.0018529902620600422,8.751519479059384e-05,0.00021971452736317071,0.0009941721711000222,0.0014584317042288233,0.26623176292047607,0.2367320461819514,0.0167942136144181,0.015648498776987197
11,train,2018-08-12 18:05:00,0.0012211896928399281,0.0015244169213672948,0.0018658815912045048,8.750032604928536e-05,0.00021970905046060182,0.000994148790252065,0.001458407337156523,0.2662306554754807,0.23670656027374,0.016793140107465934,0.015648470338140284
11,train,2018-08-12 18:10:00,0.001221933272976226,0.0015233219458791834,0.0018842157752285945,8.748440713943278e-05,0.00021970299915176318,0.0009941235929117492,0.0014583810468159974,0.2662298849752218,0.2366820266712853,0.016792144159430766,0.01564844479284949
11,train,2018-08-12 18:15:00,0.001223434143247593,0.001522070567945047,0.0019106323757486516,8.746625902761071e-05,0.00021969513811490965,0.0009940986075760148,0.0014583507727568728,0.26622910345438056,0.23665763125993952,0.016791223420689484,0.01564842139279825
11,train,2018-08-12 18:20:00,0.001225565561339326,0.001520670010759721,0.001944716386940795,8.744498424588523e-05,0.00021968396838991527,0.0009940755666777792,0.001458314927403102,0.266228030581904,0.23663292320460128,0.01679037317091377,0.015648400084224908
11,train,2018-08-12 18:25:00,0.0012282716435023267,0.001519370300630056,0.0019854710843765343,8.741989053212921e-05,0.000219667752487575,0.0009940556559352295,0.0014582723284691206,0.2662263466551799,0.23660764116408992,0.01678958784365666,0.015648381020779426
11,train,2018-08-12 18:30:00,0.001231522690508713,0.001518417187619658,0.002031937876470561,8.739045906269477e-05,0.00021964466119074106,0.0009940394045284788,0.001458222141279741,0.2662236904544554,0.23658166188704505,0.01678886212359774,0.015648364350063046
11,train,2018-08-12 18:35:00,0.0012354085397812788,0.001518058298728837,0.0020838086617825566,8.735609223972741e-05,0.0002196127169516655,0.0009940269768216074,0.0014581633468265306,0.2662196254194803,0.23655485081979666,0.016788189344323762,0.015648349569313404
11,train,2018-08-12 18:40:00,0.0012397961564393776,0.0015182134693988365,0.0021403050347216274,8.731647647947872e-05,0.00021957012947859173,0.0009940180971367543,0.00145809555341117,0.2662137306154901,0.23652719970151487,0.016787561799123576,0.015648336179106926
11,train,2018-08-12 18:45:00,0.0012445181269190567,0.001518854163399821,0.002200466695473895,8.727160693504581e-05,0.00021951561567532573,0.0009940121385640295,0.0014580190171460917,0.26620572741273213,0.2364988323801827,0.01678697321339796,0.015648323910371686
11,train,2018-08-12 18:50:00,0.001250488016712784,0.001520966353792904,0.002266678755002976,8.721984458933888e-05,0.0002194465111556777,0.0009940088382459273,0.001457930470319092,0.26619488338438796,0.23646926472936666,0.016786422968334845,0.015648311605428893
11,train,2018-08-12 18:55:00,0.0012572895882572654,0.0015237814480829933,0.0023376933715930862,8.71603396534837e-05,0.00021936049930151852,0.0009940075270333782,0.0014578284901711517,0.26618050968608453,0.23643830584933073,0.01678590834405883,0.015648298867358013
